pathway	C1-C-T0	C1-C-T1	C1-C-T4	C1-C-T6	C2-R-T0	C2-R-T1	C2-R-T4	C2-R-T6	C3-C-T0	C3-C-T1	C3-C-T4	C3-C-T6	C4-R-T0	C4-R-T1	C4-R-T4	C4-R-T6	C5-C-T0	C5-C-T1	C5-C-T4	C5-C-T6	C6-R-T0	C6-R-T1	C6-R-T4	C6-R-T6	P1-C-T0	P1-C-T1	P1-C-T4	P1-C-T6	P2-R-T0	P2-R-T1	P2-R-T4	P2-R-T6	P3-C-T0	P3-C-T1	P3-C-T4	P3-C-T6	P4-R-T0	P4-R-T1	P4-R-T4	P4-R-T6	P5-C-T0	P5-C-T1	P5-C-T4	P5-C-T6	P6-R-T0	P6-R-T1	P6-R-T4	P6-R-T6
PWY-6386	7679.3170168830875	9338.757735556317	8839.38896695086	8596.74007833095	6839.271928452597	7053.58530453067	6466.427395606814	7368.44518651529	7571.11587807493	6492.219136189386	6971.445709264711	6710.159207225574	7241.955553847749	7209.417351447225	7601.200766968144	8127.207238284802	8882.781973616176	7612.201876792889	6416.273638617865	7522.296397460452	8773.574706193607	8856.252999464483	7611.474408677521	7237.982422228523	8476.525170141686	7020.373582893102	9643.860706568843	8764.18994071816	8230.66890567721	8128.535776028298	9524.098363291596	7438.864732901162	7941.081719559448	7170.0488598594275	6096.890799097133	6342.389774844862	8013.858859910178	5284.306674534225	6137.393692562809	7305.982390104304	6092.495619490045	6974.114449800842	7909.555544354681	8405.810140466792	8013.664304788287	9524.475192459795	7200.280508213758	7968.464632059643
PWY-6387	8954.036023501034	11360.252380068496	10630.713523815548	10436.27619472957	8165.214255329837	8234.765648486235	7737.818653042244	8826.102434293922	9050.89961538613	7666.166832161411	8587.84975369392	8133.396949665893	8738.10125083759	8333.785092140335	9042.58217135129	9842.638844478557	10851.330649494272	9212.724353696973	7824.841991835803	9102.707760061448	10489.26341247251	10390.826945373228	9326.675048226927	8806.614532736512	9901.439002175946	8304.817215264848	11713.203135787722	10324.617366567743	9807.354153617413	9545.067045354994	11508.707292057972	9092.562933335186	9322.614617920672	8549.39897923687	7421.811303290806	7737.816439814367	9528.700901497828	6265.181322556538	7459.051479981023	8880.21414912607	7211.306669720249	8310.163241976124	9497.040385048193	10049.80192026524	9488.194694708352	11328.708141595938	8719.50238316033	9628.509430697439
PWY-6397	990.248882648206	1121.0932178177825	988.54638486942	1041.1549947879591	919.0729792365519	999.0664619917721	723.482258586739	859.075668399401	1009.059284460842	781.1311613997002	765.7677798213969	747.8794220260008	899.3175845633266	1011.1697988536546	1009.5092133758897	961.2821978134803	1007.4202657047663	859.9827280121463	772.2264859083479	870.7077527425272	1024.1293034771759	1197.9555992071264	930.6079243690046	882.5610354822516	1235.1598318447216	920.1874172522838	1218.0174553373906	1239.5326825582558	1181.5997181717555	1225.3611789315562	1198.7546945020686	974.8646704180014	1114.5823710944253	999.1609333165161	856.1141804383093	858.9866670091284	1169.3206863187008	817.1704093221927	804.121741722088	956.9307015949057	913.9636911267507	1049.3433853935626	937.1005887948451	1069.6345109295683	1014.765891212511	1296.2152912663196	1027.4095137989527	1148.4074046298006
PWY-6470	2539.626583306927	3461.062015946108	2933.6159175689822	2827.520103214472	2353.3378554921424	2513.8885284715616	2262.093159707608	2440.3616747523993	2805.691441636971	2347.950667768441	2487.662898292475	2518.4755276730434	2695.178889285298	2524.016702718626	2725.560334883347	2676.121902632103	3184.7018538291436	2898.0160973411807	2284.49889179683	2770.610989474328	3252.0038412130193	3201.327318362149	2483.9379622306187	2680.2219410006796	3309.520776563858	2717.3054773434055	3908.062412124679	3501.817395962564	3330.217777856221	3236.51487035572	3859.059359736156	3125.2634871342398	3043.3363348534626	3091.6411991872333	2365.527806922758	2613.525279037416	3030.053398875117	2089.936810349236	2445.9212047760457	2869.7192434664826	2305.5731748108983	2847.4418711395856	3291.5692351179396	3348.9339126201767	2991.723073879333	3659.506173228552	2835.194067981963	3053.784440728582
PWY-6471	5270.779850775346	6130.695451471602	5792.702212162458	5744.669407398269	4794.600997836386	4934.4040602705145	4194.721119955338	5048.470935446737	5417.678677777896	4466.726510566257	4446.962015523042	4455.354443892673	4541.0351170828435	5117.055576733039	5325.989535430187	5604.278159184548	5706.034438178714	4925.278872304263	4383.3208597370885	5029.065270381921	5652.796310052936	6128.70243214405	5233.923581590644	5099.443449973626	5720.053738712971	4590.761356887809	6419.250123698228	5997.819164349591	5650.887048043112	5698.696646109109	6731.665933965785	5114.399796333943	5372.218243924751	4768.730110074005	3978.1510521068435	4215.494741037938	5376.193843695364	3908.6454802371036	4144.2975687771195	5262.903625119726	4182.2994191374355	4862.6810186425355	5154.396290301843	5553.254530728931	5354.233355998954	6589.918329989167	5299.633744146853	5814.935336379707
PWY-6478	1303.7630970722723	1720.9938324667162	1703.1542789293744	1628.9514243178214	1241.7941967014478	1178.5041131660853	1203.0309092275668	1277.7422675413693	1302.1132708658715	1232.4084076485267	1270.8058088657342	1350.2406013714976	1337.6723850272751	1245.8649841131828	1267.928994238981	1463.1297857419133	1722.919920550651	1413.2331819345532	1183.7442566288075	1492.1425486492817	1618.827635936157	1552.974289887958	1283.7017130486943	1369.7388918456882	1397.2532811415763	1279.3491594357333	1625.670316044026	1571.7523063790245	1355.4245276096688	1285.9078824557203	1726.1975555052952	1324.046937764503	1241.1566759316001	1277.3526613130255	992.301654177663	1233.9423104076423	1276.4351408023144	770.0347206620154	977.0324418251321	1309.297256041362	1078.3134787794734	1202.3941770754516	1486.727745138476	1586.5237485566659	1267.9727031177115	1669.7303166882996	1226.3626184814677	1429.3288000830892
PWY-6486	1814.5305023651	2284.5860603776755	2158.814625830034	2058.6840527938607	1604.223948851186	1907.57661227932	1636.5405828107087	1814.6994598243489	1871.1703394272317	1443.9094018239248	1755.776112971127	1668.1704113627031	1776.4579060528667	1936.4909097422037	1985.7642143141943	2103.27245199124	2157.139833449908	1841.3111426437588	1518.9494812843266	1799.1042028955499	2112.1107211755866	2464.055860795042	1952.66297421517	1828.9520865786892	2082.3933387767315	1729.3843176556693	2522.1176678051934	1997.3202696335013	2099.4168860298532	2462.7785752350355	2429.2481214091986	1917.440211162892	1929.3482657913296	1831.3261658420154	1617.993297546124	1614.9247819013794	1984.028595663772	1569.705357458859	1723.016575590744	1872.4604648556897	1593.7087761773917	1824.658152300087	1891.2702867204284	2102.973484464891	1922.6349094727984	2660.7725161351996	2013.9508828718842	2124.9945942031127
PWY-6505	167.90930024453777	180.69410260972097	185.63265905218955	170.30832225260576	147.1638375417221	193.1799535214298	126.0729318035359	153.4530084257832	157.55217151897048	174.4165063138801	100.9851687475232	52.17210181299302	101.17632683057273	275.7707684369062	102.32661233079465	165.0345812674521	174.69267801755046	133.28492806195732	73.97108202712361	96.18570985894439	159.4768873143923	186.8770961194464	102.35155609482908	158.64635516068626	173.80448741864112	166.67125106331326	196.33613553688716	107.82588287245161	163.78508550967646	253.75479771589494	113.71677183345219	122.69986553338805	216.52726799519908	171.46378148299692	105.74066654478953	120.9878158067108	163.65089319011975	135.0607884609163	140.3980761691782	106.95425214883629	136.21686196060438	147.5247710653027	167.50432588043088	159.09586706312118	172.6810598273204	140.8859921711929	138.23334987611105	139.34238994784437
PWY-6507	778.1177677397842	989.3095358756929	820.1574268539205	887.3842386652832	687.3574312363804	775.1683578564512	694.0192304759844	945.999706720958	814.2100882663345	645.1297942319302	698.5904422996342	629.550464812405	701.8495731078282	738.5853909792125	902.2534789001969	949.8469927696538	882.8197032460107	867.531800584979	612.9549801364742	885.036664815583	761.1184674478576	1049.7065054676684	939.612217625374	825.823627685563	1189.8219852403183	886.4433281887877	1285.9166433532573	1072.2065148335157	1073.047546791831	1093.3073503843457	1152.5094551441637	807.3369694432723	1038.0178114837927	858.7157723299588	924.9002919758809	670.7288098800253	937.8881099868614	780.5877621206099	894.5784065250447	941.4355282682559	787.5712096946711	906.4661854347313	840.8622085036093	925.7201637131732	901.8923068499864	1164.543315848842	949.746528143525	1065.7906869256808
PWY-6519	2511.2761055771266	3393.782703273755	3049.4701026815474	3183.2613993923724	2396.6538852341887	2592.1359696002	2302.169941527309	2649.2805811530116	2555.4686385780296	2195.2528303424006	2550.011206616458	2250.2660746465353	2585.168303044549	2521.488016310872	2843.096608357896	3143.36539146165	3197.7338277697736	2757.1495248943465	2316.2549615770026	2464.1033814463185	3007.70152810987	3322.2747596738523	3048.224428887268	2651.854314023669	3357.125014816587	2532.0395904520815	3728.9328870673435	3406.1636475750456	3404.0716914469094	3204.430356102807	3608.784360073602	2815.9150228021117	3075.657852858517	2891.770101560657	2556.6317941042826	2516.980271066305	3096.987553992201	1999.017590468179	2699.885661238896	3312.0192709198923	2539.925269457966	2681.6486261793957	3103.7419722382983	3205.165825515022	3144.395924294549	3810.9418382782624	3167.653177799536	3416.4701252808404
PWY-6538	685.7445288524426	957.3227716560134	784.8537572254336	860.2699245654313	729.176584007284	644.3787199567918	641.8792790750397	852.3903445430163	600.2815503552026	539.2222611949023	817.7176938369781	708.257407993251	728.5255996084189	730.8170458885797	797.4590843277249	743.0663951120164	816.2076559622005	717.0403696498054	620.8141592920355	690.2922170483703	835.2863310524601	984.5403731976253	842.1041424699962	778.5874242127909	981.2923982756809	787.1229150926949	990.8434969426543	877.5546365223785	817.2608322608323	1007.3160510984019	941.4895155459146	936.7940776552349	750.610295418362	699.2250173892882	793.517017828201	733.3343209291301	865.1645609937361	567.7223065250379	654.4001946066165	770.080572549925	846.7925630431685	925.0362965607522	811.0410132093208	937.4986373587097	711.8396647144162	1053.2695467120664	745.1109947643979	884.0513596641117
PWY-6545	3940.7351904661705	4949.214391769329	4668.998164900111	4476.92346887703	3550.1518589721154	3620.353691691197	3445.3379856294987	3810.4370894861436	4024.806651806704	3270.9115830766136	3606.632993994583	3602.7207155933484	3858.5762618372046	3697.754302141565	4008.657612838205	4408.282427289568	4690.789815851592	4045.817039160992	3245.6693138152737	3913.8134889324115	4545.943053597411	4597.772724594498	4041.5154720038017	3798.3384254075454	4467.512839627678	3714.419534009127	5034.840080417654	4436.956302470634	4371.420947715036	4325.046081433458	4837.582230126681	3882.863419577542	4014.2323385161567	3796.3787464212796	3274.0684114824307	3389.604085676762	4210.970254798768	2899.1102691699584	3283.521926110327	3715.9340893866984	3347.599945276774	3725.4560221935712	4131.003375909888	4195.6887889805075	4166.343304535885	5055.834416388116	3854.2224108431337	4296.12464948638
PWY-6562	773.0663651108244	1008.0157643962215	878.0463061174638	816.3066690895992	699.403896948298	839.2439288335785	671.3069286773475	807.2618920802703	838.6586014055072	623.8624214259991	647.752386212519	619.7725968753231	747.1607024529878	945.5866209202857	836.6337915291606	830.0563215548038	958.5106885639184	741.7802228705938	652.1891506270299	774.0575462509701	859.4551549646427	1121.4839767965634	761.7434172097057	845.9366700329831	824.300091515848	755.0778381141903	964.6615778546217	875.4196108971106	761.2828050967028	931.3352624936275	1044.3616324787479	728.5877643356067	745.6035187165485	768.0412339879819	529.1088563851881	637.0062434450454	754.8667637133879	513.5935703613582	637.1349845652371	677.2393252983326	546.1334114398074	658.4903915323716	859.2976433586621	869.7864460590225	815.9778074290193	1036.7329025703643	746.4187081454427	839.7957020157038
PWY-6565	1062.0759625683843	1352.6232526923898	1181.0212630413978	1111.761136351691	968.0583408262587	1118.8417261077734	906.319771752794	1073.1253680769212	1143.846123272755	849.8908034952296	875.1538995751455	848.2053189055357	1013.9937610383029	1243.113400035682	1124.043871724619	1107.675718498203	1267.8466034717426	1011.3166808434837	886.5058910582486	1033.4459305025052	1148.682062595067	1468.639771244961	1020.7683479625434	1127.4507363735854	1138.6894407758919	1029.6651309877452	1303.7274413084285	1198.1374726028475	1059.2892155782165	1239.5351066955557	1403.1662314628945	997.6523713687587	1049.0521657024854	1052.9289086906927	742.1502973247484	871.3627281554818	1054.5833668060009	715.0351274924387	869.8097147871714	937.3747205251884	769.5429023870091	921.1451152460202	1150.5008443258598	1179.6215206730237	1113.0648782788437	1400.5253043312352	1025.1929568289027	1149.8750213374553
PWY-6572	7.494721837014541	20.61111207060327	10.928859232097555	14.405199737873296	0.0	19.63595934831877	3.83523154884351	13.121246633904237	13.951477737245652	10.595388428229963	13.685814894623428	19.274763111876265	3.8515472270575475	7.349839770899403	16.791833504787526	19.808480361212457	7.47385193614992	21.41711735331598	21.720156094273385	0.0	19.65349730040538	32.97861105053837	7.50295164196997	10.802204626812069	0.0	16.921605873032313	23.806951143631085	23.644887225312726	24.270800480785244	14.456083746342989	7.5272576196912295	13.947017007972237	7.547883919847785	21.88988794798047	10.774899455878874	26.16654434596059	29.156153297600003	22.95605122335473	0.0	28.94312559960121	7.269350106591806	19.28995967562127	14.38354855474221	14.02060855342367	13.576138672937157	7.612927779502638	7.375536688324348	0.0
PWY-6581	120.79021636876764	174.66572836030966	162.91139240506328	155.8791634391944	141.0698974836906	105.50185873605949	109.54962646744929	107.42418426103647	136.213921901528	109.18918918918918	108.54074784276128	91.43835616438355	97.94316163410303	135.43147208121826	147.12611012433393	141.1609756097561	150.11914217633043	89.58217270194987	123.05953582240164	118.75395033860046	141.39644970414201	153.82840663302093	128.33998265394624	124.75988428158146	158.625678119349	125.7861224489796	175.20136131593873	173.41914191419144	201.44291091593476	198.02030456852793	181.22333529758396	156.09462365591398	166.26736566186108	163.43686502177067	94.90484140233724	114.92682926829269	202.9588719153937	112.819332566168	132.3513753327418	142.35367372353673	121.8109640831758	143.27933383800152	163.92857142857142	177.52285714285713	160.512	187.9483994266603	152.33837689133424	152.51358695652172
