pathway	C1-C-T0	C1-C-T1	C1-C-T4	C1-C-T6	C2-R-T0	C2-R-T1	C2-R-T4	C2-R-T6	C3-C-T0	C3-C-T1	C3-C-T4	C3-C-T6	C4-R-T0	C4-R-T1	C4-R-T4	C4-R-T6	C5-C-T0	C5-C-T1	C5-C-T4	C5-C-T6	C6-R-T0	C6-R-T1	C6-R-T4	C6-R-T6	P1-C-T0	P1-C-T1	P1-C-T4	P1-C-T6	P2-R-T0	P2-R-T1	P2-R-T4	P2-R-T6	P3-C-T0	P3-C-T1	P3-C-T4	P3-C-T6	P4-R-T0	P4-R-T1	P4-R-T4	P4-R-T6	P5-C-T0	P5-C-T1	P5-C-T4	P5-C-T6	P6-R-T0	P6-R-T1	P6-R-T4	P6-R-T6
PWY-6660	39.47292080313557	89.81312853135435	93.58651247179844	31.690919346167988	31.665299339861253	56.935164495671785	47.176159138134864	56.89061843097332	49.238950496955084	49.06101952417869	47.20111729507545	56.765123479609876	66.51605097368298	41.412479585593516	76.16203250292077	51.2477274893057	62.877817354858365	37.57024151608976	60.70277657609154	54.98169931361584	39.56119863158701	53.22378042315304	58.88326564043038	37.52642787732379	189.4656832862636	83.5472028786394	191.10355570910264	118.25342948157358	177.73816857829124	228.75472302430867	116.42749252950031	104.31159286741966	129.45027227850665	130.12747852352263	134.85001867987907	98.71098446353719	135.18208210857512	131.7178404026048	129.92615010117197	112.0026688602619	98.66430791784359	156.73951425888583	132.60064512638044	112.13287651404676	110.50083274829188	227.901948381771	172.11976170579828	114.21533545939731
PWY-6662	22.935573628916057	14.03977270539701	22.531873422227857	25.373954380569035	25.360811151470994	29.567266559189196	20.565812979592053	21.201928525389953	20.726548432186643	7.060174538030481	28.34299643179701	22.95671190968044	23.524731375138124	20.08272523745359	20.072195401096433	25.848228107600974	25.121575059612482	16.45626437591464	9.369669016689755	11.440673848713717	13.005845979017883	33.505675367766386	24.84294929541528	24.060888846027925	30.329288784581717	16.111590253270776	19.162149569597243	37.015301194811315	19.10202700661931	28.416207373931368	29.148462568609304	14.157830107484664	14.314021015566647	20.985880770485174	33.57701059873959	11.878897130396549	16.6102862759112	12.016855426721905	7.323351559142539	11.948229124653887	30.52674332964406	23.438423637366082	7.327728630402705	16.439534172371083	11.943009033683136	32.878466938669405	16.780499580786806	7.302051451882634
PWY-6676	1052.137432054815	1526.532457290609	1411.4160878335497	1381.381537689981	944.764313290104	1036.7069666723098	969.4346544959872	1104.077420063631	1016.1687407170656	923.8373502158703	1046.1920452608028	1057.0306764522445	1157.807290785812	976.2624361951167	1058.633145801591	1303.9285886610373	1457.7720898857256	1336.889001119535	892.5722882907878	1067.840552455561	1311.9779657111535	1303.4662970758395	1174.7600558726986	1200.3769662118166	1111.436907527966	982.1274281363943	1398.2765179533783	1238.1458273833825	1104.5145801446733	1017.8467060983071	1304.3159938018603	996.4422054047203	1015.4387665439692	1029.7495855469977	830.4226344756597	903.5970042275785	1063.3503854876903	700.0206109540603	930.6036690812568	1091.0418268904016	835.1272845158642	838.0495772674029	1153.530179692706	1151.6811959464935	1103.6601254033992	1326.3072076705798	1010.6484942019764	1095.2949772328068
PWY-6690	4459.396950299324	5608.137023860924	5527.038800161655	5290.3619036872515	3951.831741190816	4156.888302514474	3952.8841978913283	4271.288083295673	4099.396427952944	3766.2386724366143	4296.163168930304	4289.080596836866	4452.882528409665	4016.782963901566	4341.730033079164	4958.500730240527	5586.873976033139	4777.6094935951805	3963.13012411289	4486.966073894484	5340.158167371667	5180.997847636408	4712.215087468209	4343.0177653518995	4594.44513803333	3991.92454736259	5642.897833221006	4741.473436525658	4452.336188218569	4423.751065270879	5669.2944022927495	4506.882193836426	4003.990954679972	4272.565647519725	3589.9353102235796	3932.0384886222264	4204.83039552881	2819.3695097213645	3461.149722766441	4146.618685464392	3248.7225492749044	3935.44982174492	4606.622465940325	5017.20537360456	4235.796109234282	5422.270688510631	4096.651033326514	4888.06485411246
PWY-6700	6971.990200086527	9249.610342377442	8721.728296214964	8535.882771241222	6504.538857488288	6355.112619991925	6334.368543483272	6898.765027264116	6841.283523262269	5998.205958540483	6918.5237743578555	6578.868062512029	6987.329547218866	6404.958747671102	7132.146916697861	7833.440252479703	8829.801744477922	7486.847775579978	6254.603949957635	7405.727200645055	8581.661866315368	8047.590468365062	7482.26692716757	7109.03975296143	7651.107319515712	6547.858047524604	9133.641113570891	8155.002045393756	7671.374749278633	7281.421859559675	8967.113555797496	7175.114857779786	7149.974224775942	6705.1860017231775	5871.565498323953	6161.887267800797	7407.243688931456	4699.02299852589	5859.8608997549745	7054.856679871086	5884.231827806253	6553.447904620844	7514.919619409071	7847.564364663968	7415.166976744211	8646.890279840365	6905.235681070219	7614.3661331588755
PWY-6703	4846.5639648338565	6356.202508066288	5965.6642059996075	5881.102782777171	4315.862103778331	4300.822964419211	4282.4834220669945	4686.411349144948	4630.189532705195	4283.589091565809	4514.747288252943	4634.3541852381	4742.146573425346	4235.392314339968	4785.261369229954	5413.714473495745	5929.3086450290775	5123.353969030049	4270.269384901636	5030.468846601934	5731.79415647108	5619.941700340823	4992.82583486984	4722.299881480625	4784.668910595298	4252.810464073736	5929.3993307793235	5119.918869031231	4910.420649854043	4395.66836068411	5630.95019677753	4491.430687137376	4383.011166110961	4239.723702383158	3715.295455107135	4085.309292488998	4462.637793565083	3048.6308487570527	3813.0996191680406	4501.441951577541	3628.747586960447	4094.99821315091	4760.960051178093	5159.900284342503	4645.027875625521	5567.875040904579	4258.882237114661	4661.788283757417
PWY-6728	402.38149873588833	559.0735362498738	582.2001841424889	667.5677741393911	591.0092963168727	574.0818706606059	338.4569318916962	419.95397813385716	533.4497341641983	391.08827696599656	483.2397140102775	487.7334681504962	440.20422456426405	367.6827157023771	474.1877220005214	396.89840817129055	519.3823114800138	607.764637116976	428.80623186058807	653.2360329347613	529.2617886114696	601.8714549234365	625.223500819499	604.553285477089	658.8389238596167	554.5684824815152	795.8455952553722	607.0557144655721	705.3469922509274	599.7803906092546	783.9366683474224	696.8413860223499	609.9928902710585	706.9872967960763	473.9679090607542	752.7421817281514	654.8386424562945	460.42672484140076	517.2797660935533	607.0530031279072	487.27267027839565	682.385200042487	693.7352562447805	763.7634720151834	577.3116704716182	843.4494410240372	609.5895624372774	847.2942150255847
PWY-6731	703.6139794452167	857.928657112754	928.9563102474943	826.2300078173797	595.7839679535602	680.3553412579596	667.1192671199643	766.6280009409808	730.9494194031714	593.9688894908318	626.4821845672092	625.6352741933646	703.6638567655226	759.7116315507159	723.4858619145455	773.3375452022073	779.7283108524309	785.9482463743797	531.5849694176235	719.5732520153839	732.5406215061477	899.2507486401242	820.0293217944294	745.4202379914085	880.4648773550524	848.1514400703489	1077.2514931271648	1020.8337491397483	961.4498860971772	981.544360472378	1037.689967385581	891.3594482258493	1026.3530306952557	832.8600936519673	739.206605461385	779.2518187441774	908.0007528702379	636.880399159778	742.1880512948999	890.9518860135753	696.5814910672747	773.4024988885558	808.3424974164627	874.8580579956432	850.7312149715241	1123.9876394870355	890.3113322887659	886.4617038204503
PWY-6737	6930.496874491558	9289.25260379782	8789.443595763896	8934.513884597858	6698.511596625283	6677.783608283901	6479.7972171614465	7598.3697979258695	7033.772124152833	6308.990739409762	7100.897754004273	6981.008976280269	7071.420457517022	6302.764072737167	7255.517293161594	8388.93016867549	8973.931092884613	7736.587425344607	6223.106427190575	7748.551073287384	8466.813076215332	8306.749464256496	7903.355400575389	7363.592929090883	8761.690935370236	7878.348547395725	11073.702131350075	9158.404540207594	8699.790517447442	8788.726996893496	9883.578993755045	7908.151036450541	8229.867903256874	7919.271925448139	7141.825898600416	7021.931533182541	8468.89235110487	5477.689686309835	6705.165334744579	8230.979204435336	6970.634132225998	7679.333637756574	8460.965785938457	8846.494355422361	7986.146106892445	9788.906104460939	7703.278822435788	8256.994741170676
PWY-6748	3519.1590347056554	4407.751295377823	4194.788073791115	4100.138219652152	3171.722190637019	3268.145152831715	2926.033706882775	3203.2520649867793	3545.080552429475	2859.0355109039415	3127.475013321516	3002.620860064719	3431.2466974797867	3305.958608862246	3465.688385357856	3762.149076684104	4176.6626874800595	3404.2163786661695	2804.6449028155553	3376.4196685440043	3850.774015833332	4015.1059870126114	3325.13125003853	3256.9800030625215	3253.260164237143	2842.348082263392	3801.2456849704536	3370.6908031268536	3093.744541656357	3088.8990078433976	3644.927859545062	2853.2571815818483	2805.8008811784184	2735.5842570166847	2220.9190193274476	2393.673795761334	3123.26121969762	1960.973103029665	2231.1488220281058	2679.066107411486	2175.797586377806	2569.057436829641	3106.309671498064	3356.473387077008	2944.743553869783	3473.4480416127544	2644.7696125533844	2985.6856164500246
PWY-6749	4314.285197437897	5924.900358765731	5956.7962433827715	5673.698740891575	4278.617989723916	4002.373765425793	4003.6094382466185	4562.402323778299	4394.117124097031	3813.6678575421406	4406.365995343882	4401.480561427046	4782.1455715204	4037.992872071651	4363.044946393004	5029.280885296849	5527.47116579837	4507.0300437571905	4169.254805081647	4635.665256645246	5906.552394051925	5136.193632156423	5001.961257330046	4523.126239142042	4243.597907718507	4062.3752393611835	5706.081211067753	4768.433597424445	4146.915358377558	4185.790232563552	5503.420987769871	4267.099617943316	3689.083709585587	4013.6190624717274	3396.1809072685564	3758.335488451985	4003.6384699240607	2546.1895283896165	3129.266013299528	3755.52263941401	3289.957930168109	3496.439001092663	4484.364303840868	4838.573166242844	4006.216706068136	5169.433817023791	3604.945056367497	4268.357320787323
PWY-6760	2001.0146588772968	2740.164322245242	2459.071097012694	2465.099843965366	1919.4762848433018	2029.3661722803035	1865.5386000461508	2129.8406946540736	1996.6393919933323	1800.3033777974285	1933.5892899825178	1899.3353950484511	1954.454096219068	1998.9668504286951	2155.7437634039707	2391.050759060333	2724.2719878576404	2114.977244852378	1757.3127866211828	2139.2075815812577	2326.698967240024	2531.1127729097625	2177.262285708521	2119.088085368229	2417.944253996043	2128.1148115849282	2993.921386541167	2625.152580203884	2410.852820369761	2366.9714658204207	2963.4594281733052	2323.019821947085	2192.165676615434	2188.3506411442677	1999.1326308295993	2085.9566275750044	2337.5716218959933	1349.8606520919077	1969.12023069062	2345.4835153133795	1920.5275239411092	2044.4049825359987	2382.8596789051185	2487.854908293413	2250.9457210912205	2881.9361810731834	2113.7547342842267	2454.5967908053062
PWY-6785	65.81836361515812	65.88516529668253	110.25712358855874	89.18728874403591	64.78981430957991	59.4432948878668	59.5960242907966	63.89848263945137	58.07814881529722	74.49956429727375	59.760757611427046	44.771156692255445	70.21874744464533	42.87593697414716	63.56328971498142	54.64617070177317	60.088725167315346	46.87083030915487	63.25107035369193	57.945766849768944	65.72560612201111	67.76655088789458	63.274344729541674	87.42617529119725	44.38544763603988	51.771762784846175	55.80647629715618	65.72969255320896	77.14939935743328	62.519174925244265	61.776817133696944	50.55797638259063	40.66047570288309	55.392877508897286	53.53492187768064	34.93678806988259	46.34088229948329	23.39454430199259	27.31163892410041	65.94107354803751	45.907792996748746	56.84737281067556	63.01193536619385	69.20219517758665	48.02300866615952	70.90601851260826	42.361815716828474	39.40058627969248
PWY-6834	1180.247781114005	1672.368374918035	1507.4925371516197	1529.681671748956	1114.0620722329932	1085.886141501952	1196.3441863234464	1268.1824333807033	1174.487355649311	1029.256710769433	1192.3420828113713	1215.7206910920374	1220.306521288053	1120.5655214837836	1327.2818571594114	1423.6036632317366	1544.7497934414328	1359.5312098147026	1111.6865151699824	1365.7310338490474	1508.9907239689646	1515.668298313867	1409.3197620963206	1301.923394680949	1171.5233667717555	1087.998027832825	1497.5856614176378	1305.611404434182	1055.7099470558323	1033.4561290735608	1475.5072850610868	1100.3930358221521	914.6000058551942	960.0340170153331	861.4127085515549	1003.1516848833331	1116.5913334957606	636.9421962254585	916.1777540743088	1110.418620840013	863.0130268752806	970.2614043931596	1143.0310924266132	1272.9018970505863	1015.9103219085476	1377.631697102572	1048.920774405247	1107.1627701544646
PWY-6863	0.0	14.983410187806122	2.9993176891225906	2.9992964425923967	2.999058041687868	23.941434699067905	0.0	5.996481298134134	0.0	2.9990200675865646	0.0	0.0	0.0	5.996283593657526	8.992409535449312	5.997011396671287	11.988933761193753	0.0	0.0	2.9991907932917985	8.993481533888461	0.0	2.999157265607232	8.992486550760356	56.69963333215466	23.94010069373962	56.753517395621536	62.6597304085286	53.727576958077655	38.85540981372003	23.955915128285564	50.746227360211115	50.730343556969395	44.790680022256545	65.46489753879604	29.8997118710329	20.95604154237247	38.77551652668011	26.911039756284783	56.690267890829155	26.9081693234441	26.917816206337818	17.969463103802337	38.865776638083744	23.94162781674116	53.772656806039514	17.966484744007236	44.8180288457796
PWY-6876	1639.0295096957911	2013.7171219238771	1874.353319321736	1747.960320213077	1582.2090762163282	1615.4190979970067	1433.181481082657	1611.2020974640475	1649.0104510610915	1428.0934344706295	1558.6886021816242	1373.876980615084	1636.5170007269971	1621.505285823621	1794.977506163085	1762.6567162151941	2023.6754572920888	1589.6484496300366	1377.0565869112665	1576.9579163037874	2000.7464156229933	2015.6877557098155	1633.643731936629	1639.1731874751918	2185.569989234596	1617.1655432526418	2374.3389242475173	2176.0611484946403	2152.665276258965	2192.7447295956276	2266.6743201795166	1783.1598432017838	1793.1369048161514	1731.1458400554798	1563.2597790834043	1633.771657737633	2082.6776124005964	1468.35062528729	1559.8796681814663	1852.6056007993977	1755.260548053901	1785.4690214122047	1915.5922742936882	2026.763567624181	1901.536793744857	2517.171947032286	1805.7958581096361	2206.3701931773003
PWY-6883	0.0	19.981759833669166	3.9992308622217743	3.999206731127625	3.998968973352339	31.936286226424393	0.0	7.996192946654865	0.0	3.998915868555862	0.0	0.0	0.0	7.996027113492888	11.99182068119429	7.996627833860119	15.987774731543178	0.0	0.0	3.9990917215985076	11.992936709845894	0.0	3.9991055161831053	11.991672752042872	75.67776756462727	31.93433912232609	75.73737903394147	83.62787870478066	71.71324758800036	51.846195594589894	31.952245755133056	67.72254419251898	67.7193191547267	59.774609309912805	87.4370510946475	39.89054502190649	27.95427459946395	51.76826747757529	35.905823686961945	75.65072770169185	35.90384857952446	35.91329420302732	23.967424759105246	51.85580200590631	31.939783519741386	71.75663615703259	23.964615917646874	59.798095589374455
PWY-6891	1077.9590698040076	1475.8043642709658	1377.5939875851477	1502.362108214976	1151.9556287578114	991.9671719303292	1073.5571546855622	1185.2373453523999	1242.3831488255778	1038.9156119372299	1158.8558228821053	1133.3812208108911	1123.1990137785228	982.0602743351886	1054.7159658022867	1298.9853823686678	1426.438036566321	1170.1556977515122	1116.1358727024556	1245.0678053514525	1427.4951069766994	1174.2246752541985	1316.256138230866	1178.140025626405	1088.2072976144625	934.6237636953566	1478.955398143647	1232.199204152373	1082.7135041568033	1078.7731369363953	1673.8248949410415	1183.0840323512614	948.9739593285583	1018.1631649101967	1034.4952322679505	1119.7812986722092	1035.5752653482414	735.2752468938364	809.7154827137714	977.2919290623172	851.5836138360037	993.8511745800873	1229.1122283611146	1400.8969309582944	1145.0998897924999	1309.2717250234894	996.2164720008378	1191.2936779941947
PWY-6892	1337.1182508728145	2005.1375675170857	1794.7743810473464	1649.4965490018017	1247.2132660991529	1316.6554927052412	1408.7822465744878	1375.902978101247	1438.1857472013041	1340.694575218541	1482.0870342630396	1400.7491881334838	1486.5766935031731	1315.9326263398552	1464.2965897008585	1542.9257692833662	1591.1487598704325	1500.2600340107194	1304.4844363091474	1535.3010577787254	1993.7065125986294	1680.5633835072429	1522.3812839593018	1442.4756398893928	1754.4379928836895	1328.8162027871183	1958.804806559889	1625.1218034190522	1638.6547939935247	1549.4926898503709	1945.874738797262	1495.9800676862365	1611.2260223759215	1371.863612978049	1474.5371353302842	1501.8786491506876	1677.5588194876495	914.2445263790378	1261.4599168618101	1651.2020404667542	1414.2188554890758	1433.6040743551227	1705.4102654597446	1754.2541870365053	1542.430212750272	1896.725475626142	1383.952703834704	1515.6795057761235
PWY-6895	817.1259142011601	1128.6717464732342	895.2513196220949	938.1841197613188	732.770017242184	805.3232960626135	744.893013888575	740.572002695191	803.738660388391	772.5035934249216	819.2740146073905	751.685025949514	742.8749814437326	1023.4306642674001	881.7381125884294	755.7603676900643	811.3532303976489	917.1092446270785	749.5442120163424	754.4557594443357	962.9845454689018	1393.6812988470006	864.8431434711621	839.635901562155	587.872706556567	681.5733968441981	843.6715778631192	793.4862164095033	731.1010141383764	686.7605116439076	966.8946316317307	644.2164650264739	388.89451639389296	669.5507300570597	480.2318409130521	433.4786242928231	685.8824270838142	503.2160924057688	503.7936965924636	601.8763333329646	482.31998932159803	396.50390160365833	698.6623932910315	668.214340420495	546.782842790133	759.5338841153028	661.8261394730193	755.2959143469084
PWY-6897	1617.0589648392606	1592.054607485863	1607.7002644758657	1694.2132039494873	1530.8984479926378	1501.9446804684635	1284.5999505355426	1353.4275599149357	1550.5455725665297	1387.6566530015054	1277.6604934079585	1243.5634133634783	1592.0571503621009	1386.9379428471382	1519.7762318715716	1540.2793221614702	1731.383745023202	1388.6323881259218	1259.8198945592203	1315.330156494987	1797.4886663433065	1861.009560969787	1321.3396241539012	1353.038227225125	2093.8447226414896	1515.088120480402	2314.3839265093015	1825.553847497784	2006.2142958399081	2000.891887594153	2019.8538028450407	1717.8571818421365	2069.274917558199	1684.1569567756287	1442.0878563226383	1311.6490166732724	1970.1265161828849	1221.4062059301314	1485.7697407732817	1737.9030919534496	1597.323689889378	1547.0562348625404	1911.6505405467185	1895.0786377344427	2037.9601420429806	2214.565186660096	1793.1125277153394	1884.1343998758168
PWY-6901	3277.425440167365	4057.1775817717885	3939.200487196498	3814.1976335123486	3030.77357112073	3078.1368441139607	2985.8279203616357	3165.877005484226	3061.278639848257	2668.9499338339833	2962.59065208669	2898.547464572467	3160.2364291693816	3123.1009298812082	3534.625352102614	3597.0129482497928	3888.466209801515	3205.726189611017	2881.2698460184756	3196.5849177004156	3731.554542080022	4100.672768348451	3349.6584544493344	3188.509075367898	3993.172196108246	3230.5734737434773	4475.938564440132	3995.7059486426615	3832.567171340489	3865.3756318185806	4042.6837435257385	3369.09286486311	3745.5036308721837	3208.06272782496	3062.910691728874	3037.804570185183	3567.624083333287	2572.8977129390732	3122.648817183169	3733.7624945519624	3185.291169755391	3230.392663620184	3562.915264453834	3604.7521054289637	3405.223790655022	4478.048329808199	3476.5185285226385	3969.0273903999114
PWY-6906	85.03922474990951	207.36559334223926	121.08250345152462	146.31721562900697	115.34170827032354	127.27411450447283	77.5583374673054	89.84149838790947	113.35607088228188	94.12221686992953	110.7205894353681	89.55637488352538	129.1606349446576	113.15338857805725	87.74673821175482	116.10993331761537	128.23526505801945	120.07031866469649	103.65508690211243	89.98455029699626	68.72033821102518	99.94597056742309	118.03931691335768	122.59703445181742	588.833281816839	392.3845346294209	503.6044887001611	510.80576660168293	503.80276156326056	381.9691859028575	508.0058706671592	311.6956090365894	433.86537282271985	389.7451349894117	441.69189953888264	306.46950932093887	440.3778821292273	264.64383076246787	409.9406152660402	444.5276341327544	350.8956350978899	427.0685828057487	389.3258030369249	349.3296130478306	319.4460913515216	381.50253504306284	354.41753656150985	314.661152214349
PWY-6915	135.9171392055274	170.80208918253754	99.24345467595677	129.74327852656836	93.94896801179462	129.08228753984625	63.804108058807614	143.48970636199692	138.72003139705342	121.79349255790767	80.18422388692082	80.93933515011149	156.16229326472623	132.3717159838257	126.22472366465676	117.32020313688416	141.61930392969515	87.30985962955042	107.8822036970773	173.94325209166968	143.54251992244997	129.23733687211768	111.30838083143384	147.01982356177606	198.00745071878453	143.06420133575122	185.21802838109045	214.18320511991723	140.0057229737091	159.46504537024236	153.0453740291593	116.15539180222768	132.71512375068139	135.2096614565905	123.47813542102143	92.77370060470592	212.87918015529397	96.0226366568321	87.79727967412782	100.8302816097238	127.1932158993704	129.0423195997389	91.01790010676737	136.29125240840602	170.8865328261271	130.09230669271759	99.75156131261323	113.5122318237821
PWY-6919	162.01510033242266	207.5421618623664	206.8830313086929	170.83654933750228	170.25147418762955	179.85378150567226	131.33990954103695	158.80512453000765	169.3877225975192	149.0892307176765	160.1974657185623	124.67463791346744	145.39855493548995	160.36091230295344	212.03698772225397	170.40666143016205	181.44598903825485	136.647641496866	166.58327544532943	168.4831656102366	209.61613319093414	222.72117038291063	166.45728326446442	168.918211737113	260.06550229399534	208.64679560566054	277.1210712736338	204.42649894801565	206.7806646715262	248.25881796989498	240.39119528119642	193.4437377026545	220.82354723426096	176.35950920289582	178.51547092007613	155.4103509341821	265.36771575460637	155.56573224736704	182.42035405611912	164.78449081631058	172.9791191151509	175.40500227927697	185.62927320484994	225.7259110483169	194.551570786197	245.87518353452012	202.47212293199712	237.11785204772744
