Taxonomy_highest	Subphylum	Class	Taxonomy_intermediate	Taxonomy_intermediate.1	Taxonomy_intermediate.2	Taxonomy_intermediate.3	Taxonomy_intermediate.4	Taxonomy_genus
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Ochrocladosporium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Passeriniella
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Phialophorophoma
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Platystomum
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Plenodomus
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Pleurophoma
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Pontoporeia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Pseudodiplodia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Pseudorobillarda
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Pseudotrichia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Salsuginea
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Splanchnonema
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Thyridaria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Tingoldiago
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Versicolorisporium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Wettsteinina
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Wicklowia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Aigialaceae		Aigialus
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Aigialaceae		Ascocratera
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Aigialaceae		Fissuroma
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Aigialaceae		Rimora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Amniculicolaceae		Amniculicola
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Amniculicolaceae		Murispora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Arthopyreniaceae		Arthopyrenia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Cucurbitariaceae		Cucurbitaria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Cucurbitariaceae		Curreya
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Cucurbitariaceae		Pyrenochaetopsis
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Dacampiaceae		Munkovalsaria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Delitschiaceae		Delitschia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Diademaceae		Clathrospora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Didymosphaeriaceae		Didymosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Didymosphaeriaceae		Roussoella
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Dothidotthiaceae		Dothidotthia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Fenestellaceae		Fenestella
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Fenestellaceae		Lojkania
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Lentitheciaceae		Katumotoa
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Lentitheciaceae		Keissleriella
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Lentitheciaceae		Lentithecium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Lophiostomataceae		Aposphaeria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Lophiostomataceae		Lophiostoma
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Lophiostomataceae		Quintaria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Massariaceae		Massaria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Massarinaceae		Aquaticheirospora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Massarinaceae		Byssothecium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Massarinaceae		Decaisnella
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Massarinaceae		Massarina
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Massarinaceae		Saccharicola
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Melanommataceae		Byssosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Melanommataceae		Herpotrichia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Melanommataceae		Melanomma
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Melanommataceae		Trematophoma
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Montagnulaceae		Bimuria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Montagnulaceae		Kalmusia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Montagnulaceae		Karstenula
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Montagnulaceae		Letendraea
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Montagnulaceae		Montagnula
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Montagnulaceae		Paraconiothyrium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Montagnulaceae		Paraphaeosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Morosphaeriaceae		Helicascus
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Morosphaeriaceae		Morosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Phaeotrichaceae		Phaeotrichum
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Phaeotrichaceae		Trichodelitschia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Pleomassariaceae		Asteromassaria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Pleomassariaceae		Dendryphiopsis
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Pleomassariaceae		Pleomassaria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Pleomassariaceae		Prosthemium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Shiraiaceae		Shiraia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Sporormiaceae		Amorosia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Sporormiaceae		Preussia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Sporormiaceae		Sporormiella
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Sporormiaceae		Westerdykella
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Teichosporaceae		Teichospora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Testudinaceae		Lepidosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Testudinaceae		Neotestudina
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Testudinaceae		Ulospora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Tetraplosphaeriaceae		Polyplosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Tetraplosphaeriaceae		Pseudotetraploa
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Tetraplosphaeriaceae		Quadricrura
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Tetraplosphaeriaceae		Tetraploa
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Tetraplosphaeriaceae		Tetraplosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Tetraplosphaeriaceae		Triplosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Trematosphaeriaceae		Falciformispora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Trematosphaeriaceae		Trematosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Didymellaceae		Atradidymella
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Didymellaceae		Boeremia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Didymellaceae		Chaetopyrena
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Didymellaceae		Didymella
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Didymellaceae		Leptosphaerulina
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Didymellaceae		Macroventuria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Didymellaceae		Peyronellaea
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Didymellaceae		Phoma
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Didymellaceae		Platychora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Didymellaceae		Stagonosporopsis
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Leptosphaeriaceae		Ampelomyces
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Leptosphaeriaceae		Leptosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Leptosphaeriaceae		Ophiobolus
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Leptosphaeriaceae		Plectophomella
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Phaeosphaeriaceae		Chaetosphaeronema
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Phaeosphaeriaceae		Entodesmium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Phaeosphaeriaceae		Loratospora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Phaeosphaeriaceae		Neophaeosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Phaeosphaeriaceae		Neosetophoma
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Phaeosphaeriaceae		Ophiosphaerella
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Phaeosphaeriaceae		Paraphoma
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Phaeosphaeriaceae		Phaeodothis
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Phaeosphaeriaceae		Phaeosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Phaeosphaeriaceae		Phaeosphaeriopsis
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Phaeosphaeriaceae		Setomelanomma
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Phaeosphaeriaceae		Setophoma
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Phaeosphaeriaceae		Wojnowicia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Alternaria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Bipolaris
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Brachycladium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Cochliobolus
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Crivellia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Curvularia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Decorospora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Dendryphiella
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Dendryphion
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Embellisia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Lewia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Macrospora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Nimbya
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Pleospora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Pyrenochaeta
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Pyrenophora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Setosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Sinomyces
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Stagonospora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Stemphylium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae		Ulocladium
Ascomycota	Pezizomycotina	Eurotiomycetes						Calyptrozyma
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae					Dolabra
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae			Rhynchostomataceae		Rhynchostoma
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales				Epibryon
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales				Glyphium
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales				Leptomeliola
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales				Phaeoannellomyces
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales				Pleostigma
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales				Sarcinomyces
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Chaetothyriaceae		Ceramothyrium
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Chaetothyriaceae		Knufia
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae		Berlesiella
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae		Capronia
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae		Cladophialophora
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae		Cladoriella
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae		Cyphellophora
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae		Exophiala
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae		Fonsecaea
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae		Phaeococcomyces
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae		Rhinocladiella
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Pyrenulales				Celothelium
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Pyrenulales		Pyrenulaceae		Anthracothecium
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Pyrenulales		Pyrenulaceae		Lithothelium
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Pyrenulales		Pyrenulaceae		Pyrenula
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Pyrenulales		Pyrenulaceae		Pyrgillus
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Pyrenulales		Requienellaceae		Granulopyrenis
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Agonimia
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Bagliettoa
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Catapyrenium
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Clavascidium
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Dermatocarpon
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Endocarpon
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Flakea
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Henrica
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Heteroplacidium
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Hydropunctaria
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Leiothecium
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Neocatapyrenium
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Normandina
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Norrlinia
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Parabagliettoa
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Placidiopsis
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Placidium
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Placocarpus
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Placopyrenium
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Polyblastia
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Psoroglaena
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Sporodictyon
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Staurothele
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Thelidium
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Verrucaria
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Verrucula
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Verruculopsis
Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Verrucariales		Verrucariaceae		Wahlenbergiella
Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Coryneliales		Coryneliaceae		Caliciopsis
Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Coryneliales		Coryneliaceae		Corynelia
Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Elaphomycetaceae		Basipetospora
Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Elaphomycetaceae		Elaphomyces
Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Elaphomycetaceae		Monascus
